Tópico;ID;Classe;Descrição;Possíveis Causas;Sugestão de Correção
6.1.10 Tração e Rodas;450;Fault;Train Front: TL1 Drive Power Module Over Temperature;Temperatura elevada no módulo de potência por corrente excessiva, ventilação deficiente, dissipação térmica inadequada, ciclos severos, temperatura ambiente elevada ou degradação do módulo.;Desabilitar o movimento e aguardar o resfriamento. Limpar o conjunto, verificar ventilação, montagem e dissipação térmica, além da carga e do ciclo do eixo. Após normalizar, testar o acionamento. Se o alarme retornar, avaliar o módulo de potência ou substituir o drive.
6.1.10 Tração e Rodas;451;Fault;Train Front: TL1 N Limit;Limite de curso negativo ativo por posição mecânica no fim de curso, sensor ou entrada acionada, alvo desalinhado, cabo em curto ou parametrização incorreta do sentido de movimento.;Verificar a posição física do eixo e afastá-lo do limite somente em modo e procedimento seguros. Inspecionar sensor, alvo, cabo, conector e estado da entrada. Corrigir alinhamento ou parametrização, confirmar a liberação do sinal e testar o curso completo.
6.1.10 Tração e Rodas;452;Fault;Train Front: TL1 P Limit;Limite de curso positivo ativo por posição mecânica no fim de curso, sensor ou entrada acionada, alvo desalinhado, cabo em curto ou parametrização incorreta do sentido de movimento.;Verificar a posição física do eixo e afastá-lo do limite somente em modo e procedimento seguros. Inspecionar sensor, alvo, cabo, conector e estado da entrada. Corrigir alinhamento ou parametrização, confirmar a liberação do sinal e testar o curso completo.
6.1.10 Tração e Rodas;453;Fault;Train Front: TL1 N&P Limit;Ativação simultânea dos limites positivo e negativo, normalmente causada por falha de cabeamento, curto entre entradas, sensores acionados simultaneamente, alimentação incorreta ou configuração incompatível.;Não movimentar o eixo até localizar a causa. Verificar os dois sensores de limite, alvos, cabos, conectores e estados das entradas. Corrigir curto, inversão ou parametrização e confirmar que apenas o sinal correspondente à posição física permanece ativo.
6.1.10 Tração e Rodas;454;Fault;Train Front: TL1 Current Foldback;Redução automática de corrente pelo drive devido a sobrecarga, aquecimento, operação prolongada em alto torque, travamento parcial, parametrização inadequada ou condição de proteção do estágio de potência.;"Verificar carga, atrito, alinhamento e liberdade mecânica do eixo. Confirmar temperatura e ventilação do motor e do drive, além dos parâmetros de corrente e aceleração. Corrigir a condição de esforço excessivo e testar o movimento; persistindo, avaliar motor e drive."
6.1.10 Tração e Rodas;455;Fault;Train Front: TL1 Move @ Disabled;Comando de movimento recebido enquanto o drive estava desabilitado por ausência de habilitação, função de segurança ativa, sequência de partida incompleta, falha de comunicação ou lógica de comando inconsistente.;Verificar a sequência de habilitação, permissivos, circuito de segurança e estado de comunicação. Eliminar a condição que mantém o drive desabilitado e cancelar comandos pendentes. Após o rearme correto, emitir novo comando e confirmar a resposta do eixo.
6.1.10 Tração e Rodas;456;Fault;Train Front: TL1 Drive Low Voltage;Tensão insuficiente no barramento do drive por bateria descarregada, proteção do BMS ativa, disjuntor aberto, queda de tensão em cabos ou conectores, alimentação instável ou consumo excessivo.;Verificar o estado da bateria e os eventos do BMS, além dos dispositivos de proteção, cabos e conexões de potência. Corrigir quedas de tensão ou mau contato, recarregar a bateria quando necessário e testar o acionamento sob carga. Persistindo, avaliar o drive.
6.1.10 Tração e Rodas;457;Fault;Train Front: TL1 Blank Q Segment;Segmento de movimento ausente ou inválido na fila do drive, causado por comando incompleto, sequência de trajetória incorreta, perda de comunicação, parâmetro incompatível ou falha de sincronização com o controlador.;Interromper o ciclo e limpar a sequência de movimento conforme o procedimento. Verificar comunicação, comandos enviados e parâmetros de trajetória. Reinicializar o eixo, reenviar a referência e testar. Se recorrente, analisar o registro do controlador e a configuração do movimento.
6.1.10 Tração e Rodas;458;Fault;Train Front: TL1 Velocity Limit;Limite de velocidade atingido ou excedido por comando acima do permitido, escala incorreta, parâmetro inadequado, realimentação de velocidade instável ou movimento mecânico não controlado.;Verificar o valor comandado, escalas e parâmetros de velocidade e aceleração. Inspecionar encoder, acoplamento e mecanismo para eliminar instabilidade. Corrigir a configuração, executar referência quando necessária e testar o eixo dentro das condições previstas.
6.1.10 Tração e Rodas;459;Fault;Train Front: TL1 Drive Power Phase Lost;Interrupção em uma fase de potência entre drive e motor, causada por cabo rompido, conector solto, terminal danificado, falha de enrolamento ou defeito no estágio de saída do drive.;"Desenergizar o circuito e verificar continuidade, aperto e integridade dos cabos e conectores do motor. Medir os enrolamentos e comparar as fases. Corrigir o cabeamento ou substituir o motor; se as fases estiverem normais, avaliar o estágio de potência do drive."
6.1.10 Tração e Rodas;460;Fault;Train Front: TL1 Emergency Stop;Comando de parada de emergência presente no drive devido a dispositivo acionado, circuito de segurança aberto, falha de contato ou cabeamento, ou sequência de rearme não concluída.;Colocar o equipamento em condição segura, identificar e liberar o dispositivo acionado e verificar o circuito de segurança. Confirmar contatos, cabos, conectores e permissivos. Executar o rearme previsto somente após eliminar a causa e inspecionar a área.
6.1.10 Tração e Rodas;461;Fault;Train Front: TL1 Abs.Encoder Battery;Bateria de retenção do encoder absoluto com carga baixa, desconectada ou defeituosa, podendo comprometer a preservação da posição quando a alimentação principal é removida.;Verificar a condição e a conexão da bateria de retenção associada ao encoder. Substituí-la conforme o procedimento do fabricante, mantendo a referência quando aplicável. Em seguida, confirmar a posição absoluta e executar nova referência antes de liberar o eixo.
6.1.10 Tração e Rodas;462;Fault;Train Front: TL1 Abs.Position Lost Warning;Referência de posição absoluta perdida por falha ou substituição da bateria de retenção, desconexão do encoder, interrupção prolongada de alimentação, alteração de parâmetros ou substituição do componente.;Inspecionar encoder, bateria de retenção, cabo e conectores. Restaurar os parâmetros aprovados e executar o procedimento de referência do eixo. Validar os limites e a posição real antes de retornar ao modo automático.
6.1.10 Tração e Rodas;463;Fault;Train Front: TL1 Abs Position Overflow;Valor de posição absoluta fora da faixa de contagem por excesso de voltas, escala ou relação mecânica incorreta, referência inadequada ou dados inválidos do encoder.;Verificar a posição física, escala, relação mecânica e parâmetros do encoder. Corrigir a configuração, zerar ou referenciar o eixo conforme o procedimento e validar os limites de curso. Se o valor continuar incoerente, avaliar o encoder e o drive.
6.1.10 Tração e Rodas;464;Fault;Train Front: TL1 Motor Over Temperature;Temperatura elevada do motor devido a sobrecarga, travamento, freio parcialmente aplicado, ciclos intensos, ventilação insuficiente, falha do sensor térmico ou degradação do motor.;Parar o eixo e aguardar o resfriamento. Verificar carga, liberdade mecânica, freio, ventilação, cabos e leitura do sensor térmico. Corrigir a causa e testar com carga reduzida. Se o aquecimento ou o alarme retornar, avaliar ou substituir o motor.
6.1.10 Tração e Rodas;465;Fault;Train Front: TL1 Drive Voltage Warning;Advertência de tensão no drive por alimentação próxima dos limites operacionais, oscilação da bateria, queda em cabos e conectores, regeneração elevada ou instabilidade no circuito de potência.;Verificar a alimentação durante o movimento, o estado da bateria e do BMS, dispositivos de proteção e conexões de potência. Corrigir mau contato ou queda de tensão e revisar as condições de aceleração e desaceleração. Monitorar o drive após o teste.
6.1.10 Tração e Rodas;466;Fault;Train Front: TL1 Save Failed;Falha ao gravar parâmetros no drive por queda de alimentação, memória indisponível ou danificada, proteção de escrita, arquivo incompatível ou interrupção da comunicação durante a gravação.;Estabilizar a alimentação e repetir a gravação com o eixo parado. Verificar comunicação, permissões e compatibilidade do conjunto de parâmetros. Confirmar a leitura após salvar. Se a falha persistir, preservar os dados de diagnóstico e substituir o drive.
6.1.10 Tração e Rodas;467;Fault;Train Front: TL1 Other Error;Falha interna ou condição não categorizada pelo texto do alarme, podendo estar associada a alimentação, comunicação, parametrização, hardware do drive ou dispositivo conectado.;Consultar o código detalhado no diagnóstico do drive, registrar o estado no momento da falha e verificar alimentação, comunicação, cabos e parâmetros. Executar reinicialização controlada. Se o código persistir, seguir o diagnóstico específico ou substituir o componente afetado.
6.1.10 Tração e Rodas;468;Fault;Train Front: TL1 Speed Follow Error;Velocidade real não acompanhou a referência devido a sobrecarga, travamento, freio não liberado, perda de torque, falha de encoder, cabo de motor defeituoso ou parâmetros de controle inadequados.;Verificar liberdade mecânica, carga e liberação do freio. Inspecionar motor, encoder, cabos e conectores e confirmar parâmetros de velocidade, aceleração e controle. Corrigir a causa, referenciar o eixo quando necessário e testar com solicitação reduzida.
